DBN,School Name,Curved Teacher Improvement,Teacher Improvement
01M015,P.S. 015 Roberto Clemente,0.863636364,0.863636364
01M019,P.S. 019 Asher Levy,0.838852084,0.847368421
01M020,P.S. 020 Anna Silver,0.56944818,0.670588236
01M034,P.S. 034 Franklin D. Roosevelt,0.482454367,0.626086957
01M063,The STAR Academy - P.S.63,0.715935744,0.776470588
01M064,P.S. 064 Robert Simon,0.675927725,0.863157895
01M110,P.S. 110 Florence Nightingale,0.581935706,0.654545455
01M134,P.S. 134 Henrietta Szold,0.707206736,0.733333333
01M137,P.S. 137 John L. Bernstein,0.62125239,0.769230769
01M140,P.S. 140 Nathan Straus,0.696892557,0.742857143
01M142,P.S. 142 Amalia Castro,0.645184147,0.683870968
01M184,P.S. 184m Shuang Wen,0.68307751,0.758823529
01M188,P.S. 188 The Island School,0.906433742,0.988888889
01M292,Henry Street School for International Studies,0.769230769,0.769230769
01M301,"Technology, Arts, and Sciences Studio",0.522403437,0.573333333
01M315,The East Village Community School,0.816,0.816
01M332,University Neighborhood Middle School,0.872727273,0.872727273
01M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",0.573475409,0.68
01M361,The Children's Workshop School,0.774045289,0.893333333
01M363,Neighborhood School,0.752877538,0.836363637
01M364,Earth School,0.947826087,0.947826087
01M378,School for Global Leaders,0.843478261,0.843478261
01M448,University Neighborhood High School,0.785672907,0.857142858
01M450,East Side Community School,0.846864202,0.873469387
01M458,Forsyth Satellite Academy,0.838275283,0.92
01M509,Marta Valle High School,0.619105804,0.645454546
01M515,Lower East Side Preparatory High School,0.869017378,0.882352941
01M539,"New Explorations into Science, Technology and Math High School",0.495458808,0.65925926
01M650,Cascades High School,0.7,0.7
01M696,Bard High School Early College,0.686759679,0.744827586
01M839,Tompkins Square Middle School,0.6055002,0.713043478
02M001,P.S. 001 Alfred E. Smith,0.665367348,0.748387097
02M002,P.S. 002 Meyer London,0.601238272,0.689361703
02M003,P.S. 003 Charrette School,0.72489533,0.82051282
02M006,P.S. 006 Lillie D. Blake,0.775457986,0.841025641
02M011,P.S. 011 William T. Harris,0.857142857,0.857142857
02M033,P.S. 033 Chelsea Prep,0.692272929,0.838461538
02M040,P.S. 040 Augustus Saint-Gaudens,0.758193848,0.892857142
02M041,P.S. 041 Greenwich Village,0.796534778,0.830434782
02M042,P.S. 042 Benjamin Altman,0.698214649,0.731914893
02M047,47 The American Sign Language and English Secondary School,0.851564441,0.87368421
02M051,P.S. 051 Elias Howe,0.807575779,0.856
02M059,P.S. 059 Beekman Hill International,0.786690861,0.884848484
02M077,P.S. 77 Lower Lab School,0.847058824,0.847058824
02M089,P.S. 89,0.785714286,0.785714286
02M104,J.H.S. 104 Simon Baruch,0.726893615,0.730555555
02M111,P.S. 111 Adolph S. Ochs,0.491805868,0.600000001
02M114,East Side Middle School,0.864516129,0.864516129
02M116,P.S. 116 Mary Lindley Murray,0.853803832,0.905
02M124,P.S. 124 Yung Wing,0.679693694,0.7125
02M126,P.S. 126 Jacob August Riis,0.699777628,0.768
02M130,P.S. 130 Hernando De Soto,0.882142857,0.882142857
02M131,M.S. 131,0.796454591,0.817142857
02M135,The Urban Assembly School for Emergency Management,0.755555556,0.755555556
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,0.870588235,0.870588235
02M150,P.S. 150,0.777777778,0.777777778
02M151,Yorkville Community School,0.806808976,0.815
02M158,P.S. 158 Bayard Taylor,0.591119559,0.807407407
02M167,J.H.S. 167 Robert F. Wagner,0.656243945,0.680487805
02M177,Yorkville East Middle School,1,1
02M183,P.S. 183 Robert L. Stevenson,0.751007035,0.834285715
02M198,P.S. 198 Isador E. Ida Straus,0.688590346,0.8
02M212,P.S. 212 Midtown West,0.9,0.9
02M217,P.S./I.S. 217 Roosevelt Island,0.739493917,0.837037037
02M225,Ella Baker School,0.735184607,0.837500001
02M234,P.S. 234 Independence School,0.697843829,0.816216216
02M255,M.S. 255 Salk School of Science,0.893575131,0.912
02M260,M.S. 260 Clinton School Writers & Artists,0.614020372,0.723076923
02M267,"East Side Elementary School, PS 267",0.886960795,0.91
02M276,BATTERY PARK CITY SCHOOL,0.64899664,0.786046512
02M280,Manhattan Early College School for Advertising,0.754743719,0.8
02M281,The River School,0.981818182,0.981818182
02M282,Urban Assembly Maker Academy,0.933333333,0.933333333
02M288,Food and Finance High School,0.692556118,0.755555556
02M289,I.S. 289,0.86,0.86
02M290,P.S. 290 Manhattan New School,0.803904103,0.847368421
02M294,Essex Street Academy,0.9,0.9
02M296,High School of Hospitality Management,0.781734325,0.824
02M298,Pace High School,0.728,0.728
02M300,"Urban Assembly School of Design and Construction, The",0.682479228,0.707692308
02M303,"Facing History School, The",0.758823529,0.758823529
02M305,"Urban Assembly Academy of Government and Law, The",0.721264822,0.74
02M308,Lower Manhattan Arts Academy,0.775317858,0.791304348
02M312,New York City Lab Middle School for Collaborative Studies,0.707727461,0.786206897
02M313,"James Baldwin School, The: A School for Expeditionary Learning",0.922222222,0.922222222
02M316,"Urban Assembly School of Business for Young Women, the",0.80167011,0.854545455
02M340,Sixth Avenue Elementary School,1,1
02M343,The Peck Slip School,0.728935029,0.8
02M347,The 47 American Sign Language & English Lower School,0.638938914,0.681081081
02M374,Gramercy Arts High School,0.716108118,0.78125
02M376,NYC iSchool,0.758965364,0.799999999
02M392,MANHATTAN BUSINESS ACADEMY,0.761290323,0.761290323
02M393,BUSINESS OF SPORTS SCHOOL,0.603081004,0.730434782
02M394,EMMA LAZARUS HIGH SCHOOL,0.773333333,0.773333333
02M397,SPRUCE STREET SCHOOL,0.681875728,0.781818182
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,0.652953875,0.7
02M400,High School for Environmental Studies,0.709118181,0.72
02M407,Institute for Collaborative Education,0.945454545,0.945454545
02M408,Professional Performing Arts High School,0.684830955,0.73
02M411,Baruch College Campus High School,0.78910314,0.904761905
02M412,N.Y.C. Lab School for Collaborative Studies,0.663997834,0.771428572
02M413,School of the Future High School,0.680242172,0.88275862
02M414,N.Y.C. Museum School,0.660166558,0.761904762
02M416,Eleanor Roosevelt High School,0.6625,0.6625
02M418,Millennium High School,0.780952381,0.780952381
02M419,Landmark High School,0.74,0.74
02M420,High School for Health Professions and Human Services,0.725937296,0.76097561
02M422,Quest to Learn,0.637717376,0.712820513
02M425,Leadership and Public Service High School,0.748498527,0.756097561
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,0.856,0.856
02M429,Legacy School for Integrated Studies,0.741943446,0.8
02M432,Murray Hill Academy,0.756068293,0.784
02M437,Hudson High School of Learning Technologies,0.832932466,0.845714285
02M438,International High School at Union Square,0.701278737,0.855555556
02M439,Manhattan Village Academy,0.68663345,0.712
02M442,"Ballet Tech, NYC Public School for Dance",0.883466184,1
02M449,Vanguard High School,0.916129032,0.916129032
02M459,Manhattan International High School,0.596689435,0.65882353
02M460,Washington Irving High School,0.525388429,0.766666667
02M473,Washington Irving Yabc,0.669984856,0.8
02M475,Stuyvesant High School,0.678678555,0.7
02M489,High School of Economics and Finance,0.643467401,0.682051282
02M500,Unity Center for Urban Technologies,0.7625,0.7625
02M507,Urban Assembly Gateway School for Technology,0.822640672,0.848484848
02M519,Talent Unlimited High School,0.761163603,0.872727273
02M520,Murry Bergtraum High School for Business Careers,0.476991184,0.733333333
02M527,PS 527 - East Side School for Social Action,0.971428571,0.971428571
02M529,Jacqueline Kennedy Onassis High School,0.715711587,0.799999999
02M531,Repertory Company High School for Theatre Arts,0.914285714,0.914285714
02M533,Union Square Academy for Health Sciences,0.731011828,0.822222222
02M534,Harvest Collegiate High School,0.816665116,0.936363637
02M542,Manhattan Bridges High School,0.747354945,0.758823529
02M543,New Design High School,0.738546628,0.774193548
02M545,High School for Dual Language and Asian Studies,0.691617299,0.763636363
02M546,Academy for Software Engineering,0.907224803,0.94074074
02M550,Liberty High School Academy for Newcomers,0.656025286,0.788888889
02M551,Urban Assembly New York Harbor School,0.55839088,0.644444444
02M560,High School M560 - City As School,0.736201563,0.891666667
02M565,Urban Academy Laboratory High School,0.96,0.96
02M570,Satellite Academy High School,0.893333333,0.893333333
02M575,Manhattan Comprehensive Night and Day High School,0.673848778,0.748571429
02M580,Richard R. Green High School of Teaching,0.686171133,0.731428571
02M586,Harvey Milk High School,0.906541963,0.955555555
02M600,The High School of Fashion Industries,0.689363467,0.73483146
02M605,Humanities Preparatory Academy,0.973333333,0.973333333
02M615,Chelsea Career and Technical Education High School,0.678326291,0.762962963
02M625,High School of Graphic Communication Arts,0.37566559,0.742857144
02M630,Art and Design High School,0.471712761,0.662222222
02M655,Life Sciences Secondary School,0.605962563,0.767741935
02M896,Lower Manhattan Community Middle School,0.821428571,0.821428571
02M933,City Knoll Middle School,0.9,0.9
03M009,P.S. 009 Sarah Anderson,0.933333333,0.933333333
03M054,J.H.S. 054 Booker T. Washington,0.599593831,0.646511628
03M075,P.S. 075 Emily Dickinson,0.751667621,0.792307693
03M076,P.S. 076 A. Philip Randolph,0.806246736,0.84516129
03M084,P.S. 084 Lillian Weber,0.630480138,0.818181818
03M087,P.S. 087 William Sherman,0.44842384,0.6125
03M145,"P.S. 145, The Bloomingdale School",0.667642723,0.692307692
03M149,P.S. 149 Sojourner Truth,0.473567381,0.6
03M163,P.S. 163 Alfred E. Smith,0.741323573,0.794736843
03M165,P.S. 165 Robert E. Simon,0.664172168,0.733333333
03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,0.73,0.73
03M180,P.S. 180 Hugo Newman,0.674971468,0.688888889
03M185,P.S. 185 - The Early Childhood Discovery and Design Magnet School,0.852631579,0.852631579
03M191,P.S. 191 Amsterdam,0.682172207,0.723076923
03M199,P.S. 199 Jessie Isador Straus,0.706146527,0.765853659
03M208,P.S. 208 Alain L. Locke,0.8,0.8
03M242,P.S. 242 - The Young Diplomats Magnet Academy,0.535819429,0.766666667
03M243,M.S. 243 Center School,0.842857143,0.842857143
03M245,M.S. M245 The Computer School,0.632039304,0.720000001
03M247,M.S. M247 Dual Language Middle School,0.79,0.79
03M250,M.S. 250 West Side Collaborative Middle School,0.941176471,0.941176471
03M256,M.S. 256 Academic & Athletic Excellence,0.773333333,0.773333333
03M258,Community Action School - MS 258,0.867820459,0.885714285
03M283,Manhattan Theatre Lab High School,0.828571429,0.828571429
03M299,"High School for Arts, Imagination and Inquiry",0.726666667,0.726666667
03M307,"Urban Assembly School for Media Studies, The",0.753690225,0.769230769
03M333,P.S. 333 Manhattan School for Children,0.612028378,0.725714286
03M334,The Anderson School,0.801978895,0.814285714
03M402,The Urban Assembly School for Green Careers,0.651166958,0.756521739
03M403,The Global Learning Collaborative,0.533598032,0.641666667
03M404,Innovation Diploma Plus,0.726988743,0.753846154
03M415,Wadleigh Secondary School for the Performing & Visual Arts,0.64038861,0.678787879
03M417,FRANK McCOURT HIGH SCHOOL,0.852860402,0.904
03M421,West Prep Academy,0.817942964,0.92
03M452,P.S. 452,0.93,0.93
03M479,Beacon High School,0.607247775,0.730232558
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,0.475314078,0.661111112
03M492,"High School for Law, Advocacy and Community Justice",0.789742494,0.81025641
03M494,High School of Arts and Technology,0.482793262,0.677777778
03M505,Edward A. Reynolds West Side High School,0.796913633,0.84
03M541,Manhattan / Hunter Science High School,0.717869256,0.765217391
03M859,Special Music School,0.964372822,1
03M860,Frederick Douglass Academy II Secondary School,0.600977543,0.684615385
03M862,Mott Hall II,0.722868163,0.857142857
04M007,P.S. 007 Samuel Stern,0.506836768,0.663157894
04M012,Tag Young Scholars,0.92,0.92
04M013,J.H.S. 013 Jackie Robinson,0.88,0.88
04M037,River East Elementary,0.690909091,0.690909091
04M038,P.S. 38 Roberto Clemente,0.761227127,0.776923077
04M050,P.S. 050 Vito Marcantonio,0.640373526,0.715789474
04M057,James Weldon Johnson,0.506615325,0.668421053
04M072,The Lexington Academy,0.776214577,0.818181818
04M083,P.S. 083 Luis Munoz Rivera,0.71875,0.71875
04M096,P.S. 096 Joseph Lanzetta,0.65979662,0.7375
04M102,P.S. 102 Jacques Cartier,0.655869305,0.752
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,0.590097007,0.785185185
04M112,P.S. 112 Jose Celso Barbosa,0.772485312,0.780327869
04M146,P.S. 146 Ann M. Short,0.530549907,0.7
04M155,P.S. 155 William Paca,0.691605765,0.713333333
04M171,P.S. 171 Patrick Henry,0.778336351,0.87
04M182,The Bilingual Bicultural School,0.737379187,0.839999999
04M206,P.S. 206 Jose Celso Barbosa,0.685294118,0.685294118
04M224,M.S. 224 Manhattan East School for Arts & Academics,0.781818182,0.781818182
04M372,ESPERANZA PREPARATORY ACADEMY,0.54132911,0.670270271
04M375,Mosaic Preparatory Academy,0.805940144,0.835714285
04M377,Renaissance School of the Arts,0.787751894,0.8125
04M381,Global Neighborhood Secondary School,0.766666667,0.766666667
04M406,Global Technology Preparatory,0.85,0.85
04M409,Coalition School for Social Change,0.78354465,0.84
04M435,Manhattan Center for Science and Mathematics,0.756371049,0.856140351
04M495,Park East High School,0.85,0.85
04M497,Central Park East I,0.839429242,0.981818182
04M555,Central Park East High School,0.78175355,0.79375
04M610,Young Women's Leadership School,0.886666667,0.886666667
04M680,"Heritage School, The",0.693174886,0.8
04M825,Isaac Newton Middle School for Math & Science,0.75,0.75
04M964,Central Park East II,0.809975584,0.947368421
05M030,P.S. 030 Hernandez/Hughes,0.820402213,0.86
05M036,P.S. 036 Margaret Douglas,0.499850098,0.695238095
05M046,P.S. 046 Arthur Tappan,0.695394775,0.717241379
05M092,P.S. 092 Mary McLeod Bethune,0.792878753,0.909090909
05M123,P.S. 123 Mahalia Jackson,0.543635534,0.736000001
05M125,P.S. 125 Ralph Bunche,0.721836983,0.7875
05M129,P.S. 129 John H. Finley,0.615523794,0.826086957
05M133,P.S. 133 Fred R Moore,0.55780902,0.822222222
05M148,Eagle Academy for Young Men of Harlem,0.896718698,0.94
05M154,P.S. 154 Harriet Tubman,0.75711609,0.772727273
05M157,The Urban Assembly School for Global Commerce,0.854158786,0.885714286
05M161,P.S. 161 Pedro Albizu Campos,0.685742328,0.718840579
05M175,P.S. 175 Henry H Garnet,0.785672907,0.857142858
05M194,P.S. 194 Countee Cullen,0.515281539,0.642857142
05M197,P.S. 197 John B. Russwurm,0.65523742,0.741666667
05M200,P.S. 200- The James Mccune Smith School,0.684709246,0.780000001
05M285,Harlem Renaissance High School,0.694117647,0.694117647
05M286,I.S. M286 Renaissance Leadership Academy,0.712429744,0.822222222
05M302,KAPPA IV,0.650899142,0.723076923
05M304,Mott Hall High School,0.767342404,0.8
05M318,Thurgood Marshall Academy Lower School,0.813333333,0.813333333
05M362,Columbia Secondary School,0.555444975,0.810526315
05M367,Academy for Social Action: A College Board School,0.728935029,0.8
05M369,Urban Assembly School for the Performing Arts,0.749902804,0.781818182
05M410,The Urban Assembly Institute for New Technologies,0.817986173,0.876923077
05M469,Choir Academy of Harlem,0.651155149,0.825
05M499,Frederick Douglass Academy,0.523399639,0.690566038
05M514,New Design Middle School,0.617266056,0.685714286
05M517,Teachers College Community School,0.933333333,0.933333333
05M670,Thurgood Marshall Academy for Learning and Social Change,0.603203233,0.758333334
05M685,Bread & Roses Integrated Arts High School,0.700749228,0.759999999
05M692,"High School for Mathematics, Science and Engineering at City College",0.698741079,0.744827587
06M004,P.S. 004 Duke Ellington,0.605474183,0.733333334
06M005,P.S. 005 Ellen Lurie,0.712484263,0.772727272
06M008,P.S. 008 Luis Belliard,0.74383641,0.763157895
06M018,P.S. 018 Park Terrace,0.733333333,0.733333333
06M028,P.S. 028 Wright Brothers,0.861538462,0.861538462
06M048,P.S. 048 P.O. Michael J. Buczek,0.550196648,0.68125
06M052,J.H.S. 052 Inwood,0.778968804,0.812121212
06M098,P.S. 098 Shorac Kappock,0.720681807,0.805555556
06M103,Dos Puentes Elementary School,0.98,0.98
06M115,P.S. 115 Alexander Humboldt,0.729795649,0.756756756
06M128,P.S. 128 Audubon,0.690086455,0.776190476
06M132,P.S. 132 Juan Pablo Duarte,0.670468724,0.695238095
06M143,J.H.S. 143 Eleanor Roosevelt,0.721212121,0.721212121
06M152,P.S. 152 Dyckman Valley,0.635334111,0.786666667
06M153,P.S. 153 Adam Clayton Powell,0.670091903,0.842424243
06M173,P.S. 173,0.495525515,0.695652174
06M178,Professor Juan Bosch Public School,0.875862069,0.875862069
06M187,P.S./I.S. 187 Hudson Cliffs,0.653616845,0.704761905
06M189,P.S. 189,0.657006508,0.738983051
06M192,P.S. 192 Jacob H. Schiff,0.681506687,0.739130435
06M209,Hamilton Grange Middle School,1,1
06M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,0.800819963,0.821621621
06M211,Inwood Early College for Health and Information Technologies,0.885714286,0.885714286
06M218,I.S. 218 Salome Urena,0.563627358,0.677777777
06M223,The Mott Hall School,0.567749124,0.742857143
06M278,Paula Hedbavny School,0.790318679,0.857142857
06M293,City College Academy of the Arts,0.705638651,0.731707318
06M311,Amistad Dual Language School,0.626290192,0.747826087
06M314,Muscota,0.901102619,0.929411765
06M319,M.S. 319 - Maria Teresa,0.779848029,0.804347826
06M322,Middle School 322,0.727272727,0.727272727
06M324,M.S. 324 - Patria Mirabal,0.831287605,0.866666667
06M325,P.S. 325,0.676670722,0.780952381
06M326,M.S. 326 - Writers Today & Leaders Tomorrow,0.71721689,0.875
06M328,M.S. 328 - Manhattan Middle School for Scientific Inquiry,0.752,0.752
06M346,Community Health Academy of the Heights,0.815384615,0.815384615
06M348,Washington Heights Expeditionary Learning School,0.552767293,0.705882353
06M349,Harbor Heights,0.889419605,0.927272727
06M366,Washington Heights Academy,0.735513705,0.75862069
06M368,Hamilton Heights School,0.740863383,0.890909091
06M423,High School for Excellence and Innovation,0.761904762,0.761904762
06M462,The College Academy,0.737630767,0.8
06M463,High School for Media and Communications,0.591289536,0.686956521
06M467,High School for Law and Public Service,0.622172764,0.77037037
06M468,High School for Health Careers and Sciences,0.74,0.74
06M513,Castle Bridge School,0.953956061,0.999999999
06M528,I.S. 528 Bea Fuller Rodgers School,0.551694349,0.616666667
06M540,A. Philip Randolph Campus High School,0.70534933,0.739393939
06M552,Gregorio Luperon High School for Science and Mathematics,0.65702667,0.852631578
07X001,P.S. 001 Courtlandt School,0.713805091,0.823809524
07X005,PS 5 Port Morris,0.688788004,0.78974359
07X018,P.S. 018 John Peter Zenger,0.712385653,0.755102041
07X025,P.S. 025 Bilingual School,0.663795066,0.787096775
07X029,P.S./M.S. 029 Melrose School,0.75108515,0.783050847
07X030,P.S. 030 Wilton,0.643804915,0.774193549
07X031,P.S./M.S. 031 The William Lloyd Garrison,0.725639013,0.756521739
07X043,P.S. 043 Jonas Bronck,0.818413692,0.848648648
07X049,P.S. 049 Willis Avenue,0.667251949,0.745833334
07X065,P.S. 065 Mother Hale Academy,0.804878049,0.804878049
07X151,J.H.S. 151 Lou Gehrig,0.872,0.872
07X154,P.S. 154 Jonathan D. Hyatt,0.813163429,0.834285715
07X157,P.S. 157 Grove Hill,0.657377543,0.77948718
07X161,P.S. 161 Ponce De Leon,0.769811321,0.769811321
07X162,J.H.S. 162 Lola Rodriguez De Tio,0.737726021,0.773333333
07X179,P.S. 179,0.731044778,0.792857143
07X203,M.S. 203,0.4967385,0.666666666
07X221,South Bronx Preparatory: A College Board School,0.754552775,0.795348837
07X223,M.S. 223 The Laboratory School of Finance and Technology,0.649967068,0.713333334
07X224,P.S. / I.S. 224,0.7492435,0.776923076
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",0.8,0.8
07X277,P.S. 277,0.741825248,0.769230769
07X296,South Bronx Academy for Applied Media,0.613793103,0.613793103
07X298,Academy of Public Relations,0.787878788,0.787878788
07X321,Crotona Academy High School,0.92,0.92
07X334,International Community High School,0.855172414,0.855172414
07X343,Academy of Applied Mathematics and Technology,0.783333333,0.783333333
07X359,Concourse Village Elementary School,0.987096774,0.987096774
07X369,Young Leaders Elementary School,0.657463359,0.725925926
07X379,Jill Chaifetz Transfer High School,0.825,0.825
07X381,Bronx Haven High School,0.683333333,0.683333333
07X385,Performance School,0.475878361,0.65
07X427,Community School for Social Justice,0.816497744,0.833333333
07X456,Alfred E. Smith Campus YABC,0.736807564,0.752
07X473,Mott Haven Village Preparatory High School,0.730769231,0.730769231
07X495,University Heights Secondary School,0.747256347,0.766666666
07X500,Hostos-Lincoln Academy of Science,0.50305712,0.693333333
07X520,Foreign Language Academy of Global Studies,0.682479228,0.707692308
07X522,Bronx Design and Construction Academy,0.595146119,0.76
07X527,Bronx Leadership Academy II High School,0.705518826,0.793548387
07X547,New Explorers High School,0.376043585,0.688888889
07X548,Urban Assembly School for Careers in Sports,0.75989369,0.819354838
07X551,The Urban Assembly Bronx Academy of Letters,0.665215623,0.709090909
07X557,Mott Haven Community High School,0.841304629,0.863157895
07X600,Alfred E. Smith Career and Technical Education High School,0.398716358,0.6
07X670,Health Opportunities High School,0.756807415,0.768421052
08X014,P.S. X014 Senator John Calandra,0.801323092,0.84
08X036,P.S. 036 Unionport,0.771151191,0.817391304
08X048,P.S. 048 Joseph R. Drake,0.752941176,0.752941176
08X062,P.S. 062 Inocensio Casanova,0.721311475,0.721311475
08X069,P.S. 069 Journey Prep School,0.742359169,0.805128205
08X071,P.S. 071 Rose E. Scala,0.713944072,0.765384615
08X072,P.S. 072 Dr. William Dorney,0.814679888,0.82295082
08X075,P.S. 75 School of Research and Discovery,0.826086957,0.826086957
08X093,P.S. 093 Albert G. Oliver,0.583158448,0.811111111
08X100,P.S. 100 Isaac Clason,0.744285154,0.864705883
08X101,M.S. X101 Edward R. Byrne,0.640176135,0.65
08X107,P.S. 107,0.851282051,0.851282051
08X119,P.S. 119,0.576433155,0.719148937
08X123,J.H.S. 123 James M. Kieran,0.497804154,0.621052632
08X125,J.H.S. 125 Henry Hudson,0.786206897,0.786206897
08X130,P.S. 130 Abram Stevens Hewitt,0.766676394,0.795
08X131,J.H.S. 131 Albert Einstein,0.834256031,0.860465117
08X138,P.S. 138 Samuel Randall,0.66361825,0.834285714
08X140,P.S. X140 The Eagle School,0.694765353,0.709090909
08X146,P.S. 146 Edward Collins,0.862068966,0.862068966
08X152,P.S. 152 Evergreen,0.482401449,0.664864866
08X182,P.S. 182,0.614482656,0.7
08X269,Bronx Studio School for Writers and Artists,0.616399423,0.716129033
08X282,Women's Academy of Excellence,0.61676033,0.900000001
08X293,Renaissance High School for Musical Theater & Technology,0.699710323,0.741666667
08X295,Gateway School for Environmental Research and Technology,0.733333333,0.733333333
08X301,M.S. 301 Paul L. Dunbar,0.8,0.8
08X302,M.S. 302 Luisa Dessus Cruz,0.550233416,0.738461539
08X304,P.S. 304 Early Childhood School,0.834285714,0.834285714
08X305,Pablo Neruda Academy,0.703181096,0.753846153
08X312,Millennium Art Academy,0.650433053,0.693333333
08X320,Pelham Lab High School,0.654440035,0.675
08X332,Holcombe L. Rucker School of Community Research,0.76538178,0.839999999
08X333,P.S. 333 - The Museum School,0.686848364,0.72
08X335,The Academy of the Arts,0.7631458,0.875
08X337,The School for Inquiry and Social Justice,0.985714286,0.985714286
08X348,Schuylerville Preparatory High School,0.914285714,0.914285714
08X349,Bronx River High School,0.75,0.75
08X366,Urban Assembly Academy of Civic Engagement,0.762367883,0.885714285
08X367,"Archimedes Academy for Math, Science and Technology Applications",0.540791739,0.636842106
08X371,Urban Institute of Mathematics,0.827272727,0.827272727
08X375,The Bronx Mathematics Preparatory School,0.607407407,0.607407407
08X376,Antonia Pantoja Preparatory Academy: A College Board School,0.316479021,0.563636363
08X377,Bronx Community High School,0.746666667,0.746666667
08X392,Bronx Delta School,0.838275283,0.92
08X405,Herbert H. Lehman High School,0.513022893,0.764
08X408,Herbert H. Lehman Yabc,0.675177845,0.922222222
08X424,The Hunts Point School,0.521461019,0.631578948
08X432,BRONX BRIDGES HIGH SCHOOL,0.757388734,0.821428572
08X448,Soundview Academy for Culture and Scholarship,0.747549046,0.762962963
08X452,Bronx Guild,0.828374075,0.845454546
08X467,Mott Hall Community School,0.595589944,0.766666667
08X507,Stevenson Yabc,0.85,0.85
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",0.775683083,0.808695652
08X530,Banana Kelly High School,0.443018176,0.666666667
08X537,Bronx Arena High School,0.724569199,0.830769231
08X558,Westchester Square Academy,0.782651088,0.853846154
08X559,School for Tourism and Hospitality,0.474914065,0.654545455
08X561,Bronx Compass High School,0.767507879,0.783333333
08X562,Blueprint Middle School,0.894696508,0.964705882
08X650,Jane Addams High School for Academic Careers,0.665265079,0.8
09X004,P.S./M.S. 004 Crotona Park West,0.749536905,0.785714285
09X011,P.S. 011 Highbridge,0.729494454,0.865
09X022,J.H.S. 022 Jordan L. Mott,0.640580375,0.729729729
09X028,P.S. 028 Mount Hope,0.538819091,0.672222222
09X035,P.S. 035 Franz Siegel,0.595211901,0.772413794
09X042,P.S. 042 Claremont,0.7375125,0.745
09X053,P.S. 053 Basheer Quisim,0.732545374,0.776470588
09X055,P.S. 055 Benjamin Franklin,0.476471955,0.613333333
09X058,P.S. 058,0.715809757,0.723076923
09X063,P.S. 063 Author's Academy,0.795744681,0.795744681
09X064,P.S. 064 Pura Belpre,0.692445896,0.769230769
09X070,P.S. 070 Max Schoenfeld,0.630125765,0.7
09X073,P.S. 073 Bronx,0.673304131,0.683636363
09X088,P.S. X088 - S. Silverstein Little Sparrow School,0.740863383,0.890909091
09X109,P.S. 109 Sedgwick,0.746428571,0.746428571
09X110,P.S. 110 Theodore Schoenfeld,0.594465561,0.72
09X114,P.S. X114 - Luis Llorens Torres Schools,0.556769302,0.820689656
09X117,I.S. 117 Joseph H. Wade,0.60094234,0.613333334
09X126,P.S. 126 Dr Marjorie H Dunbar,0.608275725,0.72631579
09X128,Mott Hall III,0.709084738,0.858823529
09X132,P.S. 132 Garret A. Morgan,0.604182772,0.721428571
09X145,J.H.S. 145 Arturo Toscanini,0.487163832,0.671428571
09X163,P.S. 163 Arthur A. Schomburg,0.423002987,0.577777777
09X170,P.S. 170,0.958333333,0.958333333
09X199,P.S. 199X - The Shakespeare School,0.55636603,0.688888889
09X204,P.S. 204 Morris Heights,0.869716417,0.892307692
09X215,Kappa,0.612304483,0.706666667
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,0.589401731,0.671428571
09X219,I.S. 219 New Venture School,0.569480491,0.625
09X227,Bronx Collegiate Academy,0.685238836,0.730434783
09X229,I.S. 229 Roland Patterson,0.45036617,0.513043478
09X230,P.S. 230 Dr Roland N. Patterson,0.840573797,0.945454545
09X231,Eagle Academy for Young Men,0.522047534,0.672000001
09X232,I.S. 232,0.559269117,0.613793103
09X236,P.S. 236 Langston Hughes,0.713928407,0.748387096
09X241,"Urban Assembly School for Applied Math and Science, The",0.694832594,0.701886792
09X250,Eximius College Preparatory Academy: A College Board School,0.781887736,0.806451613
09X252,Mott Hall Bronx High School,0.738616421,0.753846154
09X260,Bronx Center for Science and Mathematics,0.821502775,0.851851852
09X263,Validus Preparatory Academy: An Expeditionary Learning School,0.588459974,0.627272727
09X274,The New American Academy at Roberto Clemente State Park,0.921428571,0.921428571
09X276,Leadership Institute,0.711029135,0.766666666
09X294,The Walton Avenue School,0.826086957,0.826086957
09X297,Morris Academy for Collaborative Studies,0.718600823,0.741176471
09X303,I.S. X303 Leadership & Community Service,0.8125,0.8125
09X311,Lucero Elementary School,0.887933787,0.941176471
09X313,I.S. 313 School of Leadership Development,0.621942314,0.690909091
09X323,Bronx Writing Academy,0.675449709,0.72
09X324,Bronx Early College Academy for Teaching & Learning,0.835294118,0.835294118
09X325,Urban Science Academy,0.51206888,0.583333333
